ws_id,village_id,village_name,year,month,month_name,source_type,capacity_liters_per_day,supply_liters_per_day,availability_fraction,supply_hours_per_day,availability_status,treatment_facility,daily_demand_lpd,shortfall_lpd,source
WSVLG0052M04,VLG0052,Kupti,2025,4,April,bore_well,19181,3347,0.175,3.1,non-functional,N,34875,31528,JJM_synthetic
WSVLG0052M05,VLG0052,Kupti,2025,5,May,bore_well,19181,1898,0.099,1.8,non-functional,N,34875,32977,JJM_synthetic
WSVLG0052M06,VLG0052,Kupti,2025,6,June,bore_well,19181,10382,0.541,9.7,non-functional,N,34875,24493,JJM_synthetic
WSVLG0052M07,VLG0052,Kupti,2025,7,July,bore_well,19181,12512,0.652,11.7,non-functional,N,34875,22363,JJM_synthetic
WSVLG0052M08,VLG0052,Kupti,2025,8,August,bore_well,19181,11428,0.596,10.7,non-functional,N,34875,23447,JJM_synthetic
WSVLG0052M09,VLG0052,Kupti,2025,9,September,bore_well,19181,10286,0.536,9.7,non-functional,N,34875,24589,JJM_synthetic
WSVLG0052M10,VLG0052,Kupti,2025,10,October,bore_well,19181,6072,0.317,5.7,non-functional,N,34875,28803,JJM_synthetic
WSVLG0052M11,VLG0052,Kupti,2025,11,November,bore_well,19181,6885,0.359,6.5,non-functional,N,34875,27990,JJM_synthetic
WSVLG0052M12,VLG0052,Kupti,2025,12,December,bore_well,19181,7134,0.372,6.7,non-functional,N,34875,27741,JJM_synthetic
WSVLG0053M01,VLG0053,Chitoda,2025,1,January,bore_well,245520,225648,0.919,16.5,functional,N,153450,0,JJM_synthetic
WSVLG0053M02,VLG0053,Chitoda,2025,2,February,bore_well,245520,239615,0.976,17.6,functional,N,153450,0,JJM_synthetic
WSVLG0053M03,VLG0053,Chitoda,2025,3,March,bore_well,245520,216912,0.883,15.9,functional,N,153450,0,JJM_synthetic
WSVLG0053M04,VLG0053,Chitoda,2025,4,April,bore_well,245520,198516,0.809,14.6,functional,N,153450,0,JJM_synthetic
WSVLG0053M05,VLG0053,Chitoda,2025,5,May,bore_well,245520,209740,0.854,15.4,functional,N,153450,0,JJM_synthetic
WSVLG0053M06,VLG0053,Chitoda,2025,6,June,bore_well,245520,244518,0.996,17.9,functional,N,153450,0,JJM_synthetic
WSVLG0053M07,VLG0053,Chitoda,2025,7,July,bore_well,245520,245520,1.0,18.0,functional,N,153450,0,JJM_synthetic
WSVLG0053M08,VLG0053,Chitoda,2025,8,August,bore_well,245520,241338,0.983,17.7,functional,N,153450,0,JJM_synthetic
WSVLG0053M09,VLG0053,Chitoda,2025,9,September,bore_well,245520,245033,0.998,18.0,functional,N,153450,0,JJM_synthetic
WSVLG0053M10,VLG0053,Chitoda,2025,10,October,bore_well,245520,228218,0.93,16.7,functional,N,153450,0,JJM_synthetic
WSVLG0053M11,VLG0053,Chitoda,2025,11,November,bore_well,245520,231338,0.942,17.0,functional,N,153450,0,JJM_synthetic
WSVLG0053M12,VLG0053,Chitoda,2025,12,December,bore_well,245520,216991,0.884,15.9,functional,N,153450,0,JJM_synthetic
WSVLG0054M01,VLG0054,Sindi,2025,1,January,surface_water,104166,81525,0.783,14.1,functional,N,86805,5280,JJM_synthetic
WSVLG0054M02,VLG0054,Sindi,2025,2,February,surface_water,104166,85300,0.819,14.7,functional,N,86805,1505,JJM_synthetic
WSVLG0054M03,VLG0054,Sindi,2025,3,March,surface_water,104166,67636,0.649,11.7,functional,N,86805,19169,JJM_synthetic
WSVLG0054M04,VLG0054,Sindi,2025,4,April,surface_water,104166,59983,0.576,10.4,functional,N,86805,26822,JJM_synthetic
WSVLG0054M05,VLG0054,Sindi,2025,5,May,surface_water,104166,55424,0.532,9.6,functional,N,86805,31381,JJM_synthetic
WSVLG0054M06,VLG0054,Sindi,2025,6,June,surface_water,104166,88687,0.851,15.3,functional,N,86805,0,JJM_synthetic
WSVLG0054M07,VLG0054,Sindi,2025,7,July,surface_water,104166,89756,0.862,15.5,functional,N,86805,0,JJM_synthetic
WSVLG0054M08,VLG0054,Sindi,2025,8,August,surface_water,104166,97996,0.941,16.9,functional,N,86805,0,JJM_synthetic
WSVLG0054M09,VLG0054,Sindi,2025,9,September,surface_water,104166,92232,0.885,15.9,functional,N,86805,0,JJM_synthetic
WSVLG0054M10,VLG0054,Sindi,2025,10,October,surface_water,104166,85197,0.818,14.7,functional,N,86805,1608,JJM_synthetic
WSVLG0054M11,VLG0054,Sindi,2025,11,November,surface_water,104166,80645,0.774,13.9,functional,N,86805,6160,JJM_synthetic
WSVLG0054M12,VLG0054,Sindi,2025,12,December,surface_water,104166,85595,0.822,14.8,functional,N,86805,1210,JJM_synthetic
WSVLG0055M01,VLG0055,Wathoda,2025,1,January,surface_water,49248,41413,0.841,15.1,functional,N,41040,0,JJM_synthetic
WSVLG0055M02,VLG0055,Wathoda,2025,2,February,surface_water,49248,36560,0.742,13.4,functional,N,41040,4480,JJM_synthetic
WSVLG0055M03,VLG0055,Wathoda,2025,3,March,surface_water,49248,32357,0.657,11.8,functional,N,41040,8683,JJM_synthetic
WSVLG0055M04,VLG0055,Wathoda,2025,4,April,surface_water,49248,28995,0.589,10.6,functional,N,41040,12045,JJM_synthetic
WSVLG0055M05,VLG0055,Wathoda,2025,5,May,surface_water,49248,28227,0.573,10.3,functional,N,41040,12813,JJM_synthetic
WSVLG0055M06,VLG0055,Wathoda,2025,6,June,surface_water,49248,47104,0.956,17.2,functional,N,41040,0,JJM_synthetic
WSVLG0055M07,VLG0055,Wathoda,2025,7,July,surface_water,49248,45548,0.925,16.6,functional,N,41040,0,JJM_synthetic
WSVLG0055M08,VLG0055,Wathoda,2025,8,August,surface_water,49248,46980,0.954,17.2,functional,N,41040,0,JJM_synthetic
WSVLG0055M09,VLG0055,Wathoda,2025,9,September,surface_water,49248,44004,0.894,16.1,functional,N,41040,0,JJM_synthetic
WSVLG0055M10,VLG0055,Wathoda,2025,10,October,surface_water,49248,38428,0.78,14.0,functional,N,41040,2612,JJM_synthetic
WSVLG0055M11,VLG0055,Wathoda,2025,11,November,surface_water,49248,38453,0.781,14.1,functional,N,41040,2587,JJM_synthetic
WSVLG0055M12,VLG0055,Wathoda,2025,12,December,surface_water,49248,37496,0.761,13.7,functional,N,41040,3544,JJM_synthetic
WSVLG0056M01,VLG0056,Kelapur,2025,1,January,piped_scheme,24786,13117,0.529,9.5,stressed,Y,29160,16043,JJM_synthetic
WSVLG0056M02,VLG0056,Kelapur,2025,2,February,piped_scheme,24786,13252,0.535,9.6,stressed,Y,29160,15908,JJM_synthetic
WSVLG0056M03,VLG0056,Kelapur,2025,3,March,piped_scheme,24786,10773,0.435,7.8,stressed,Y,29160,18387,JJM_synthetic
WSVLG0056M04,VLG0056,Kelapur,2025,4,April,piped_scheme,24786,9619,0.388,7.0,stressed,Y,29160,19541,JJM_synthetic
WSVLG0056M05,VLG0056,Kelapur,2025,5,May,piped_scheme,24786,7418,0.299,5.4,stressed,Y,29160,21742,JJM_synthetic
WSVLG0056M06,VLG0056,Kelapur,2025,6,June,piped_scheme,24786,17621,0.711,12.8,stressed,Y,29160,11539,JJM_synthetic
WSVLG0056M07,VLG0056,Kelapur,2025,7,July,piped_scheme,24786,20279,0.818,14.7,stressed,Y,29160,8881,JJM_synthetic
WSVLG0056M08,VLG0056,Kelapur,2025,8,August,piped_scheme,24786,18606,0.751,13.5,stressed,Y,29160,10554,JJM_synthetic
WSVLG0056M09,VLG0056,Kelapur,2025,9,September,piped_scheme,24786,19224,0.776,14.0,stressed,Y,29160,9936,JJM_synthetic
WSVLG0056M10,VLG0056,Kelapur,2025,10,October,piped_scheme,24786,14022,0.566,10.2,stressed,Y,29160,15138,JJM_synthetic
WSVLG0056M11,VLG0056,Kelapur,2025,11,November,piped_scheme,24786,13686,0.552,9.9,stressed,Y,29160,15474,JJM_synthetic
WSVLG0056M12,VLG0056,Kelapur,2025,12,December,piped_scheme,24786,13838,0.558,10.0,stressed,Y,29160,15322,JJM_synthetic
WSVLG0057M01,VLG0057,Chatari,2025,1,January,bore_well,33545,20892,0.623,11.2,stressed,N,39465,18573,JJM_synthetic
WSVLG0057M02,VLG0057,Chatari,2025,2,February,bore_well,33545,16998,0.507,9.1,stressed,N,39465,22467,JJM_synthetic
WSVLG0057M03,VLG0057,Chatari,2025,3,March,bore_well,33545,14399,0.429,7.7,stressed,N,39465,25066,JJM_synthetic
WSVLG0057M04,VLG0057,Chatari,2025,4,April,bore_well,33545,13891,0.414,7.5,stressed,N,39465,25574,JJM_synthetic
WSVLG0057M05,VLG0057,Chatari,2025,5,May,bore_well,33545,10102,0.301,5.4,stressed,N,39465,29363,JJM_synthetic
WSVLG0057M06,VLG0057,Chatari,2025,6,June,bore_well,33545,25851,0.771,13.9,stressed,N,39465,13614,JJM_synthetic
WSVLG0057M07,VLG0057,Chatari,2025,7,July,bore_well,33545,26190,0.781,14.1,stressed,N,39465,13275,JJM_synthetic
WSVLG0057M08,VLG0057,Chatari,2025,8,August,bore_well,33545,24951,0.744,13.4,stressed,N,39465,14514,JJM_synthetic
WSVLG0057M09,VLG0057,Chatari,2025,9,September,bore_well,33545,24296,0.724,13.0,stressed,N,39465,15169,JJM_synthetic
WSVLG0057M10,VLG0057,Chatari,2025,10,October,bore_well,33545,20370,0.607,10.9,stressed,N,39465,19095,JJM_synthetic
WSVLG0057M11,VLG0057,Chatari,2025,11,November,bore_well,33545,19625,0.585,10.5,stressed,N,39465,19840,JJM_synthetic
WSVLG0057M12,VLG0057,Chatari,2025,12,December,bore_well,33545,20019,0.597,10.7,stressed,N,39465,19446,JJM_synthetic
WSVLG0058M01,VLG0058,Chandori,2025,1,January,bore_well,125496,101426,0.808,14.5,functional,N,104580,3154,JJM_synthetic
WSVLG0058M02,VLG0058,Chandori,2025,2,February,bore_well,125496,85972,0.685,12.3,functional,N,104580,18608,JJM_synthetic
WSVLG0058M03,VLG0058,Chandori,2025,3,March,bore_well,125496,94816,0.756,13.6,functional,N,104580,9764,JJM_synthetic
WSVLG0058M04,VLG0058,Chandori,2025,4,April,bore_well,125496,74473,0.593,10.7,functional,N,104580,30107,JJM_synthetic
WSVLG0058M05,VLG0058,Chandori,2025,5,May,bore_well,125496,72524,0.578,10.4,functional,N,104580,32056,JJM_synthetic
WSVLG0058M06,VLG0058,Chandori,2025,6,June,bore_well,125496,108749,0.867,15.6,functional,N,104580,0,JJM_synthetic
WSVLG0058M07,VLG0058,Chandori,2025,7,July,bore_well,125496,120767,0.962,17.3,functional,N,104580,0,JJM_synthetic
WSVLG0058M08,VLG0058,Chandori,2025,8,August,bore_well,125496,112681,0.898,16.2,functional,N,104580,0,JJM_synthetic
WSVLG0058M09,VLG0058,Chandori,2025,9,September,bore_well,125496,112705,0.898,16.2,functional,N,104580,0,JJM_synthetic
WSVLG0058M10,VLG0058,Chandori,2025,10,October,bore_well,125496,101119,0.806,14.5,functional,N,104580,3461,JJM_synthetic
WSVLG0058M11,VLG0058,Chandori,2025,11,November,bore_well,125496,98033,0.781,14.1,functional,N,104580,6547,JJM_synthetic
WSVLG0058M12,VLG0058,Chandori,2025,12,December,bore_well,125496,106410,0.848,15.3,functional,N,104580,0,JJM_synthetic
WSVLG0059M01,VLG0059,Murpar,2025,1,January,piped_scheme,63762,35113,0.551,9.9,stressed,Y,75015,39902,JJM_synthetic
WSVLG0059M02,VLG0059,Murpar,2025,2,February,piped_scheme,63762,31410,0.493,8.9,stressed,Y,75015,43605,JJM_synthetic
WSVLG0059M03,VLG0059,Murpar,2025,3,March,piped_scheme,63762,29859,0.468,8.4,stressed,Y,75015,45156,JJM_synthetic
WSVLG0059M04,VLG0059,Murpar,2025,4,April,piped_scheme,63762,29581,0.464,8.4,stressed,Y,75015,45434,JJM_synthetic
WSVLG0059M05,VLG0059,Murpar,2025,5,May,piped_scheme,63762,18776,0.294,5.3,stressed,Y,75015,56239,JJM_synthetic
WSVLG0059M06,VLG0059,Murpar,2025,6,June,piped_scheme,63762,49329,0.774,13.9,stressed,Y,75015,25686,JJM_synthetic
WSVLG0059M07,VLG0059,Murpar,2025,7,July,piped_scheme,63762,52012,0.816,14.7,stressed,Y,75015,23003,JJM_synthetic
WSVLG0059M08,VLG0059,Murpar,2025,8,August,piped_scheme,63762,55963,0.878,15.8,stressed,Y,75015,19052,JJM_synthetic
WSVLG0059M09,VLG0059,Murpar,2025,9,September,piped_scheme,63762,41452,0.65,11.7,stressed,Y,75015,33563,JJM_synthetic
WSVLG0059M10,VLG0059,Murpar,2025,10,October,piped_scheme,63762,39773,0.624,11.2,stressed,Y,75015,35242,JJM_synthetic
WSVLG0059M11,VLG0059,Murpar,2025,11,November,piped_scheme,63762,31560,0.495,8.9,stressed,Y,75015,43455,JJM_synthetic
WSVLG0059M12,VLG0059,Murpar,2025,12,December,piped_scheme,63762,31864,0.5,9.0,stressed,Y,75015,43151,JJM_synthetic
WSVLG0060M01,VLG0060,Peth,2025,1,January,open_well,16038,5804,0.362,6.5,non-functional,N,29160,23356,JJM_synthetic
WSVLG0060M02,VLG0060,Peth,2025,2,February,open_well,16038,4580,0.286,5.1,non-functional,N,29160,24580,JJM_synthetic
WSVLG0060M03,VLG0060,Peth,2025,3,March,open_well,16038,3024,0.189,3.4,non-functional,N,29160,26136,JJM_synthetic
WSVLG0060M04,VLG0060,Peth,2025,4,April,open_well,16038,2337,0.146,2.6,non-functional,N,29160,26823,JJM_synthetic
WSVLG0060M05,VLG0060,Peth,2025,5,May,open_well,16038,3591,0.224,4.0,non-functional,N,29160,25569,JJM_synthetic
WSVLG0060M06,VLG0060,Peth,2025,6,June,open_well,16038,8655,0.54,9.7,non-functional,N,29160,20505,JJM_synthetic
WSVLG0060M07,VLG0060,Peth,2025,7,July,open_well,16038,10751,0.67,12.1,non-functional,N,29160,18409,JJM_synthetic
WSVLG0060M08,VLG0060,Peth,2025,8,August,open_well,16038,9526,0.594,10.7,non-functional,N,29160,19634,JJM_synthetic
WSVLG0060M09,VLG0060,Peth,2025,9,September,open_well,16038,9010,0.562,10.1,non-functional,N,29160,20150,JJM_synthetic
WSVLG0060M10,VLG0060,Peth,2025,10,October,open_well,16038,6262,0.39,7.0,non-functional,N,29160,22898,JJM_synthetic
WSVLG0060M11,VLG0060,Peth,2025,11,November,open_well,16038,4868,0.304,5.5,non-functional,N,29160,24292,JJM_synthetic
WSVLG0060M12,VLG0060,Peth,2025,12,December,open_well,16038,6940,0.433,7.8,non-functional,N,29160,22220,JJM_synthetic
WSVLG0061M01,VLG0061,Gadegaon,2025,1,January,bore_well,20157,13043,0.647,11.6,stressed,N,23715,10672,JJM_synthetic
WSVLG0061M02,VLG0061,Gadegaon,2025,2,February,bore_well,20157,10591,0.525,9.5,stressed,N,23715,13124,JJM_synthetic
WSVLG0061M03,VLG0061,Gadegaon,2025,3,March,bore_well,20157,7212,0.358,6.4,stressed,N,23715,16503,JJM_synthetic
WSVLG0061M04,VLG0061,Gadegaon,2025,4,April,bore_well,20157,7368,0.366,6.6,stressed,N,23715,16347,JJM_synthetic
WSVLG0061M05,VLG0061,Gadegaon,2025,5,May,bore_well,20157,8226,0.408,7.3,stressed,N,23715,15489,JJM_synthetic
WSVLG0061M06,VLG0061,Gadegaon,2025,6,June,bore_well,20157,14931,0.741,13.3,stressed,N,23715,8784,JJM_synthetic
WSVLG0061M07,VLG0061,Gadegaon,2025,7,July,bore_well,20157,17418,0.864,15.6,stressed,N,23715,6297,JJM_synthetic
WSVLG0061M08,VLG0061,Gadegaon,2025,8,August,bore_well,20157,17288,0.858,15.4,stressed,N,23715,6427,JJM_synthetic
WSVLG0061M09,VLG0061,Gadegaon,2025,9,September,bore_well,20157,14689,0.729,13.1,stressed,N,23715,9026,JJM_synthetic
WSVLG0061M10,VLG0061,Gadegaon,2025,10,October,bore_well,20157,11818,0.586,10.6,stressed,N,23715,11897,JJM_synthetic
WSVLG0061M11,VLG0061,Gadegaon,2025,11,November,bore_well,20157,9324,0.463,8.3,stressed,N,23715,14391,JJM_synthetic
WSVLG0061M12,VLG0061,Gadegaon,2025,12,December,bore_well,20157,12645,0.627,11.3,stressed,N,23715,11070,JJM_synthetic
WSVLG0062M01,VLG0062,Dhaba,2025,1,January,open_well,105768,97032,0.917,16.5,functional,N,66105,0,JJM_synthetic
WSVLG0062M02,VLG0062,Dhaba,2025,2,February,open_well,105768,95936,0.907,16.3,functional,N,66105,0,JJM_synthetic
WSVLG0062M03,VLG0062,Dhaba,2025,3,March,open_well,105768,87788,0.83,14.9,functional,N,66105,0,JJM_synthetic
WSVLG0062M04,VLG0062,Dhaba,2025,4,April,open_well,105768,88780,0.839,15.1,functional,N,66105,0,JJM_synthetic
WSVLG0062M05,VLG0062,Dhaba,2025,5,May,open_well,105768,86872,0.821,14.8,functional,N,66105,0,JJM_synthetic
WSVLG0062M06,VLG0062,Dhaba,2025,6,June,open_well,105768,104788,0.991,17.8,functional,N,66105,0,JJM_synthetic
WSVLG0062M07,VLG0062,Dhaba,2025,7,July,open_well,105768,101051,0.955,17.2,functional,N,66105,0,JJM_synthetic
WSVLG0062M08,VLG0062,Dhaba,2025,8,August,open_well,105768,105768,1.0,18.0,functional,N,66105,0,JJM_synthetic
WSVLG0062M09,VLG0062,Dhaba,2025,9,September,open_well,105768,101127,0.956,17.2,functional,N,66105,0,JJM_synthetic
WSVLG0062M10,VLG0062,Dhaba,2025,10,October,open_well,105768,92337,0.873,15.7,functional,N,66105,0,JJM_synthetic
WSVLG0062M11,VLG0062,Dhaba,2025,11,November,open_well,105768,96845,0.916,16.5,functional,N,66105,0,JJM_synthetic
WSVLG0062M12,VLG0062,Dhaba,2025,12,December,open_well,105768,101682,0.961,17.3,functional,N,66105,0,JJM_synthetic
WSVLG0063M01,VLG0063,Metpanjra,2025,1,January,bore_well,44820,36143,0.806,14.5,functional,N,37350,1207,JJM_synthetic
WSVLG0063M02,VLG0063,Metpanjra,2025,2,February,bore_well,44820,36057,0.804,14.5,functional,N,37350,1293,JJM_synthetic
WSVLG0063M03,VLG0063,Metpanjra,2025,3,March,bore_well,44820,30053,0.671,12.1,functional,N,37350,7297,JJM_synthetic
WSVLG0063M04,VLG0063,Metpanjra,2025,4,April,bore_well,44820,26677,0.595,10.7,functional,N,37350,10673,JJM_synthetic
WSVLG0063M05,VLG0063,Metpanjra,2025,5,May,bore_well,44820,22673,0.506,9.1,functional,N,37350,14677,JJM_synthetic
WSVLG0063M06,VLG0063,Metpanjra,2025,6,June,bore_well,44820,41809,0.933,16.8,functional,N,37350,0,JJM_synthetic
WSVLG0063M07,VLG0063,Metpanjra,2025,7,July,bore_well,44820,42909,0.957,17.2,functional,N,37350,0,JJM_synthetic
WSVLG0063M08,VLG0063,Metpanjra,2025,8,August,bore_well,44820,41825,0.933,16.8,functional,N,37350,0,JJM_synthetic
WSVLG0063M09,VLG0063,Metpanjra,2025,9,September,bore_well,44820,36026,0.804,14.5,functional,N,37350,1324,JJM_synthetic
WSVLG0063M10,VLG0063,Metpanjra,2025,10,October,bore_well,44820,39341,0.878,15.8,functional,N,37350,0,JJM_synthetic
WSVLG0063M11,VLG0063,Metpanjra,2025,11,November,bore_well,44820,32758,0.731,13.2,functional,N,37350,4592,JJM_synthetic
WSVLG0063M12,VLG0063,Metpanjra,2025,12,December,bore_well,44820,35692,0.796,14.3,functional,N,37350,1658,JJM_synthetic
WSVLG0064M01,VLG0064,Kotha,2025,1,January,piped_scheme,73818,60112,0.814,14.7,functional,Y,61515,1403,JJM_synthetic
WSVLG0064M02,VLG0064,Kotha,2025,2,February,piped_scheme,73818,51830,0.702,12.6,functional,Y,61515,9685,JJM_synthetic
WSVLG0064M03,VLG0064,Kotha,2025,3,March,piped_scheme,73818,45786,0.62,11.2,functional,Y,61515,15729,JJM_synthetic
WSVLG0064M04,VLG0064,Kotha,2025,4,April,piped_scheme,73818,38019,0.515,9.3,functional,Y,61515,23496,JJM_synthetic
WSVLG0064M05,VLG0064,Kotha,2025,5,May,piped_scheme,73818,42728,0.579,10.4,functional,Y,61515,18787,JJM_synthetic
WSVLG0064M06,VLG0064,Kotha,2025,6,June,piped_scheme,73818,64826,0.878,15.8,functional,Y,61515,0,JJM_synthetic
WSVLG0064M07,VLG0064,Kotha,2025,7,July,piped_scheme,73818,73818,1.0,18.0,functional,Y,61515,0,JJM_synthetic
WSVLG0064M08,VLG0064,Kotha,2025,8,August,piped_scheme,73818,67191,0.91,16.4,functional,Y,61515,0,JJM_synthetic
WSVLG0064M09,VLG0064,Kotha,2025,9,September,piped_scheme,73818,62239,0.843,15.2,functional,Y,61515,0,JJM_synthetic
WSVLG0064M10,VLG0064,Kotha,2025,10,October,piped_scheme,73818,58861,0.797,14.4,functional,Y,61515,2654,JJM_synthetic
WSVLG0064M11,VLG0064,Kotha,2025,11,November,piped_scheme,73818,58295,0.79,14.2,functional,Y,61515,3220,JJM_synthetic
WSVLG0064M12,VLG0064,Kotha,2025,12,December,piped_scheme,73818,59142,0.801,14.4,functional,Y,61515,2373,JJM_synthetic
WSVLG0065M01,VLG0065,Borgaon,2025,1,January,piped_scheme,56916,35543,0.624,11.2,stressed,Y,66960,31417,JJM_synthetic
WSVLG0065M02,VLG0065,Borgaon,2025,2,February,piped_scheme,56916,27368,0.481,8.7,stressed,Y,66960,39592,JJM_synthetic
WSVLG0065M03,VLG0065,Borgaon,2025,3,March,piped_scheme,56916,22466,0.395,7.1,stressed,Y,66960,44494,JJM_synthetic
WSVLG0065M04,VLG0065,Borgaon,2025,4,April,piped_scheme,56916,17534,0.308,5.5,stressed,Y,66960,49426,JJM_synthetic
WSVLG0065M05,VLG0065,Borgaon,2025,5,May,piped_scheme,56916,12012,0.211,3.8,stressed,Y,66960,54948,JJM_synthetic
WSVLG0065M06,VLG0065,Borgaon,2025,6,June,piped_scheme,56916,41507,0.729,13.1,stressed,Y,66960,25453,JJM_synthetic
WSVLG0065M07,VLG0065,Borgaon,2025,7,July,piped_scheme,56916,45985,0.808,14.5,stressed,Y,66960,20975,JJM_synthetic
WSVLG0065M08,VLG0065,Borgaon,2025,8,August,piped_scheme,56916,44095,0.775,13.9,stressed,Y,66960,22865,JJM_synthetic
WSVLG0065M09,VLG0065,Borgaon,2025,9,September,piped_scheme,56916,43810,0.77,13.9,stressed,Y,66960,23150,JJM_synthetic
WSVLG0065M10,VLG0065,Borgaon,2025,10,October,piped_scheme,56916,38083,0.669,12.0,stressed,Y,66960,28877,JJM_synthetic
WSVLG0065M11,VLG0065,Borgaon,2025,11,November,piped_scheme,56916,31110,0.547,9.8,stressed,Y,66960,35850,JJM_synthetic
WSVLG0065M12,VLG0065,Borgaon,2025,12,December,piped_scheme,56916,30065,0.528,9.5,stressed,Y,66960,36895,JJM_synthetic
WSVLG0066M01,VLG0066,Jiwati,2025,1,January,bore_well,40392,23319,0.577,10.4,stressed,N,47520,24201,JJM_synthetic
WSVLG0066M02,VLG0066,Jiwati,2025,2,February,bore_well,40392,20034,0.496,8.9,stressed,N,47520,27486,JJM_synthetic
WSVLG0066M03,VLG0066,Jiwati,2025,3,March,bore_well,40392,17114,0.424,7.6,stressed,N,47520,30406,JJM_synthetic
WSVLG0066M04,VLG0066,Jiwati,2025,4,April,bore_well,40392,14221,0.352,6.3,stressed,N,47520,33299,JJM_synthetic
WSVLG0066M05,VLG0066,Jiwati,2025,5,May,bore_well,40392,11061,0.274,4.9,stressed,N,47520,36459,JJM_synthetic
WSVLG0066M06,VLG0066,Jiwati,2025,6,June,bore_well,40392,29669,0.735,13.2,stressed,N,47520,17851,JJM_synthetic
WSVLG0066M07,VLG0066,Jiwati,2025,7,July,bore_well,40392,32094,0.795,14.3,stressed,N,47520,15426,JJM_synthetic
WSVLG0066M08,VLG0066,Jiwati,2025,8,August,bore_well,40392,32650,0.808,14.5,stressed,N,47520,14870,JJM_synthetic
WSVLG0066M09,VLG0066,Jiwati,2025,9,September,bore_well,40392,29664,0.734,13.2,stressed,N,47520,17856,JJM_synthetic
WSVLG0066M10,VLG0066,Jiwati,2025,10,October,bore_well,40392,23571,0.584,10.5,stressed,N,47520,23949,JJM_synthetic
WSVLG0066M11,VLG0066,Jiwati,2025,11,November,bore_well,40392,24673,0.611,11.0,stressed,N,47520,22847,JJM_synthetic
WSVLG0066M12,VLG0066,Jiwati,2025,12,December,bore_well,40392,22651,0.561,10.1,stressed,N,47520,24869,JJM_synthetic
WSVLG0067M01,VLG0067,Durgapur,2025,1,January,surface_water,245664,217483,0.885,15.9,functional,N,153540,0,JJM_synthetic
WSVLG0067M02,VLG0067,Durgapur,2025,2,February,surface_water,245664,224839,0.915,16.5,functional,N,153540,0,JJM_synthetic
WSVLG0067M03,VLG0067,Durgapur,2025,3,March,surface_water,245664,208152,0.847,15.3,functional,N,153540,0,JJM_synthetic
WSVLG0067M04,VLG0067,Durgapur,2025,4,April,surface_water,245664,211971,0.863,15.5,functional,N,153540,0,JJM_synthetic
WSVLG0067M05,VLG0067,Durgapur,2025,5,May,surface_water,245664,177824,0.724,13.0,functional,N,153540,0,JJM_synthetic
WSVLG0067M06,VLG0067,Durgapur,2025,6,June,surface_water,245664,245664,1.0,18.0,functional,N,153540,0,JJM_synthetic
WSVLG0067M07,VLG0067,Durgapur,2025,7,July,surface_water,245664,245664,1.0,18.0,functional,N,153540,0,JJM_synthetic
WSVLG0067M08,VLG0067,Durgapur,2025,8,August,surface_water,245664,230919,0.94,16.9,functional,N,153540,0,JJM_synthetic
WSVLG0067M09,VLG0067,Durgapur,2025,9,September,surface_water,245664,226219,0.921,16.6,functional,N,153540,0,JJM_synthetic
WSVLG0067M10,VLG0067,Durgapur,2025,10,October,surface_water,245664,245664,1.0,18.0,functional,N,153540,0,JJM_synthetic
WSVLG0067M11,VLG0067,Durgapur,2025,11,November,surface_water,245664,218764,0.891,16.0,functional,N,153540,0,JJM_synthetic
WSVLG0067M12,VLG0067,Durgapur,2025,12,December,surface_water,245664,227640,0.927,16.7,functional,N,153540,0,JJM_synthetic
WSVLG0068M01,VLG0068,Salbardi,2025,1,January,open_well,132030,93656,0.709,12.8,functional,N,110025,16369,JJM_synthetic
WSVLG0068M02,VLG0068,Salbardi,2025,2,February,open_well,132030,97169,0.736,13.2,functional,N,110025,12856,JJM_synthetic
WSVLG0068M03,VLG0068,Salbardi,2025,3,March,open_well,132030,88577,0.671,12.1,functional,N,110025,21448,JJM_synthetic
WSVLG0068M04,VLG0068,Salbardi,2025,4,April,open_well,132030,82996,0.629,11.3,functional,N,110025,27029,JJM_synthetic
WSVLG0068M05,VLG0068,Salbardi,2025,5,May,open_well,132030,65227,0.494,8.9,functional,N,110025,44798,JJM_synthetic
WSVLG0068M06,VLG0068,Salbardi,2025,6,June,open_well,132030,110798,0.839,15.1,functional,N,110025,0,JJM_synthetic
WSVLG0068M07,VLG0068,Salbardi,2025,7,July,open_well,132030,127810,0.968,17.4,functional,N,110025,0,JJM_synthetic
WSVLG0068M08,VLG0068,Salbardi,2025,8,August,open_well,132030,130745,0.99,17.8,functional,N,110025,0,JJM_synthetic
WSVLG0068M09,VLG0068,Salbardi,2025,9,September,open_well,132030,107888,0.817,14.7,functional,N,110025,2137,JJM_synthetic
WSVLG0068M10,VLG0068,Salbardi,2025,10,October,open_well,132030,113976,0.863,15.5,functional,N,110025,0,JJM_synthetic
WSVLG0068M11,VLG0068,Salbardi,2025,11,November,open_well,132030,103181,0.782,14.1,functional,N,110025,6844,JJM_synthetic
WSVLG0068M12,VLG0068,Salbardi,2025,12,December,open_well,132030,114030,0.864,15.5,functional,N,110025,0,JJM_synthetic
WSVLG0069M01,VLG0069,Bamni,2025,1,January,open_well,28932,10044,0.347,6.2,non-functional,N,52605,42561,JJM_synthetic
WSVLG0069M02,VLG0069,Bamni,2025,2,February,open_well,28932,5181,0.179,3.2,non-functional,N,52605,47424,JJM_synthetic
