gw_id,village_id,village_name,date,week_number,depth_below_surface_m,trend,classification,source,confidence
GWVLG0070W29,VLG0070,Gothangaon,2025-07-21,29,54.35,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W30,VLG0070,Gothangaon,2025-07-28,30,54.18,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W31,VLG0070,Gothangaon,2025-08-04,31,53.98,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W32,VLG0070,Gothangaon,2025-08-11,32,53.7,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W33,VLG0070,Gothangaon,2025-08-18,33,53.52,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W34,VLG0070,Gothangaon,2025-08-25,34,53.29,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W35,VLG0070,Gothangaon,2025-09-01,35,53.13,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W36,VLG0070,Gothangaon,2025-09-08,36,52.93,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W37,VLG0070,Gothangaon,2025-09-15,37,52.75,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W38,VLG0070,Gothangaon,2025-09-22,38,52.5,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W39,VLG0070,Gothangaon,2025-09-29,39,52.28,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W40,VLG0070,Gothangaon,2025-10-06,40,52.35,rising,semi-critical,CGWB_synthetic,medium
GWVLG0070W41,VLG0070,Gothangaon,2025-10-13,41,52.47,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W42,VLG0070,Gothangaon,2025-10-20,42,52.61,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W43,VLG0070,Gothangaon,2025-10-27,43,52.68,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W44,VLG0070,Gothangaon,2025-11-03,44,52.8,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W45,VLG0070,Gothangaon,2025-11-10,45,52.83,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W46,VLG0070,Gothangaon,2025-11-17,46,52.88,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W47,VLG0070,Gothangaon,2025-11-24,47,52.95,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W48,VLG0070,Gothangaon,2025-12-01,48,53.0,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W49,VLG0070,Gothangaon,2025-12-08,49,53.04,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W50,VLG0070,Gothangaon,2025-12-15,50,53.14,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W51,VLG0070,Gothangaon,2025-12-22,51,53.23,stable,semi-critical,CGWB_synthetic,medium
GWVLG0070W52,VLG0070,Gothangaon,2025-12-29,52,53.33,stable,semi-critical,CGWB_synthetic,medium
GWVLG0071W01,VLG0071,Yenwa,2025-01-06,1,30.85,stable,safe,CGWB_synthetic,high
GWVLG0071W02,VLG0071,Yenwa,2025-01-13,2,30.97,stable,safe,CGWB_synthetic,high
GWVLG0071W03,VLG0071,Yenwa,2025-01-20,3,31.04,stable,safe,CGWB_synthetic,high
GWVLG0071W04,VLG0071,Yenwa,2025-01-27,4,31.1,stable,safe,CGWB_synthetic,high
GWVLG0071W05,VLG0071,Yenwa,2025-02-03,5,31.18,stable,safe,CGWB_synthetic,high
GWVLG0071W06,VLG0071,Yenwa,2025-02-10,6,31.24,stable,safe,CGWB_synthetic,high
GWVLG0071W07,VLG0071,Yenwa,2025-02-17,7,31.32,stable,safe,CGWB_synthetic,high
GWVLG0071W08,VLG0071,Yenwa,2025-02-24,8,31.42,stable,safe,CGWB_synthetic,high
GWVLG0071W09,VLG0071,Yenwa,2025-03-03,9,31.52,stable,safe,CGWB_synthetic,high
GWVLG0071W10,VLG0071,Yenwa,2025-03-10,10,31.58,stable,safe,CGWB_synthetic,high
GWVLG0071W11,VLG0071,Yenwa,2025-03-17,11,31.65,stable,safe,CGWB_synthetic,high
GWVLG0071W12,VLG0071,Yenwa,2025-03-24,12,31.77,stable,safe,CGWB_synthetic,high
GWVLG0071W13,VLG0071,Yenwa,2025-03-31,13,31.87,stable,safe,CGWB_synthetic,high
GWVLG0071W14,VLG0071,Yenwa,2025-04-07,14,32.03,stable,safe,CGWB_synthetic,high
GWVLG0071W15,VLG0071,Yenwa,2025-04-14,15,32.15,stable,safe,CGWB_synthetic,high
GWVLG0071W16,VLG0071,Yenwa,2025-04-21,16,32.27,declining,safe,CGWB_synthetic,high
GWVLG0071W17,VLG0071,Yenwa,2025-04-28,17,32.32,stable,safe,CGWB_synthetic,high
GWVLG0071W18,VLG0071,Yenwa,2025-05-05,18,32.43,stable,safe,CGWB_synthetic,high
GWVLG0071W19,VLG0071,Yenwa,2025-05-12,19,32.52,stable,safe,CGWB_synthetic,high
GWVLG0071W20,VLG0071,Yenwa,2025-05-19,20,32.59,stable,safe,CGWB_synthetic,high
GWVLG0071W21,VLG0071,Yenwa,2025-05-26,21,32.68,stable,safe,CGWB_synthetic,high
GWVLG0071W22,VLG0071,Yenwa,2025-06-02,22,32.8,stable,safe,CGWB_synthetic,high
GWVLG0071W23,VLG0071,Yenwa,2025-06-09,23,32.9,stable,safe,CGWB_synthetic,high
GWVLG0071W24,VLG0071,Yenwa,2025-06-16,24,32.58,stable,safe,CGWB_synthetic,high
GWVLG0071W25,VLG0071,Yenwa,2025-06-23,25,32.34,rising,safe,CGWB_synthetic,high
GWVLG0071W26,VLG0071,Yenwa,2025-06-30,26,32.02,rising,safe,CGWB_synthetic,high
GWVLG0071W27,VLG0071,Yenwa,2025-07-07,27,31.75,rising,safe,CGWB_synthetic,high
GWVLG0071W28,VLG0071,Yenwa,2025-07-14,28,31.46,rising,safe,CGWB_synthetic,high
GWVLG0071W29,VLG0071,Yenwa,2025-07-21,29,31.17,rising,safe,CGWB_synthetic,high
GWVLG0071W30,VLG0071,Yenwa,2025-07-28,30,30.93,rising,safe,CGWB_synthetic,high
GWVLG0071W31,VLG0071,Yenwa,2025-08-04,31,30.59,rising,safe,CGWB_synthetic,high
GWVLG0071W32,VLG0071,Yenwa,2025-08-11,32,30.41,rising,safe,CGWB_synthetic,high
GWVLG0071W33,VLG0071,Yenwa,2025-08-18,33,30.04,rising,safe,CGWB_synthetic,high
GWVLG0071W34,VLG0071,Yenwa,2025-08-25,34,29.73,rising,safe,CGWB_synthetic,high
GWVLG0071W35,VLG0071,Yenwa,2025-09-01,35,29.47,rising,safe,CGWB_synthetic,high
GWVLG0071W36,VLG0071,Yenwa,2025-09-08,36,29.22,rising,safe,CGWB_synthetic,high
GWVLG0071W37,VLG0071,Yenwa,2025-09-15,37,28.93,rising,safe,CGWB_synthetic,high
GWVLG0071W38,VLG0071,Yenwa,2025-09-22,38,28.65,rising,safe,CGWB_synthetic,high
GWVLG0071W39,VLG0071,Yenwa,2025-09-29,39,28.39,rising,safe,CGWB_synthetic,high
GWVLG0071W40,VLG0071,Yenwa,2025-10-06,40,28.47,rising,safe,CGWB_synthetic,high
GWVLG0071W41,VLG0071,Yenwa,2025-10-13,41,28.6,rising,safe,CGWB_synthetic,high
GWVLG0071W42,VLG0071,Yenwa,2025-10-20,42,28.72,stable,safe,CGWB_synthetic,high
GWVLG0071W43,VLG0071,Yenwa,2025-10-27,43,28.83,stable,safe,CGWB_synthetic,high
GWVLG0071W44,VLG0071,Yenwa,2025-11-03,44,28.89,stable,safe,CGWB_synthetic,high
GWVLG0071W45,VLG0071,Yenwa,2025-11-10,45,28.98,stable,safe,CGWB_synthetic,high
GWVLG0071W46,VLG0071,Yenwa,2025-11-17,46,29.06,stable,safe,CGWB_synthetic,high
GWVLG0071W47,VLG0071,Yenwa,2025-11-24,47,29.11,stable,safe,CGWB_synthetic,high
GWVLG0071W48,VLG0071,Yenwa,2025-12-01,48,29.21,stable,safe,CGWB_synthetic,high
GWVLG0071W49,VLG0071,Yenwa,2025-12-08,49,29.29,stable,safe,CGWB_synthetic,high
GWVLG0071W50,VLG0071,Yenwa,2025-12-15,50,29.39,stable,safe,CGWB_synthetic,high
GWVLG0071W51,VLG0071,Yenwa,2025-12-22,51,29.45,stable,safe,CGWB_synthetic,high
GWVLG0071W52,VLG0071,Yenwa,2025-12-29,52,29.59,stable,safe,CGWB_synthetic,high
GWVLG0072W01,VLG0072,Sawargaon,2025-01-06,1,133.86,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W02,VLG0072,Sawargaon,2025-01-13,2,134.0,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W03,VLG0072,Sawargaon,2025-01-20,3,134.21,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W04,VLG0072,Sawargaon,2025-01-27,4,134.38,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W05,VLG0072,Sawargaon,2025-02-03,5,134.53,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W06,VLG0072,Sawargaon,2025-02-10,6,134.69,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W07,VLG0072,Sawargaon,2025-02-17,7,134.89,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W08,VLG0072,Sawargaon,2025-02-24,8,135.04,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W09,VLG0072,Sawargaon,2025-03-03,9,135.19,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W10,VLG0072,Sawargaon,2025-03-10,10,135.35,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W11,VLG0072,Sawargaon,2025-03-17,11,135.48,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W12,VLG0072,Sawargaon,2025-03-24,12,135.71,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W13,VLG0072,Sawargaon,2025-03-31,13,135.86,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W14,VLG0072,Sawargaon,2025-04-07,14,136.05,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W15,VLG0072,Sawargaon,2025-04-14,15,136.23,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W16,VLG0072,Sawargaon,2025-04-21,16,136.37,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W17,VLG0072,Sawargaon,2025-04-28,17,136.54,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W18,VLG0072,Sawargaon,2025-05-05,18,136.73,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W19,VLG0072,Sawargaon,2025-05-12,19,136.9,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W20,VLG0072,Sawargaon,2025-05-19,20,137.1,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W21,VLG0072,Sawargaon,2025-05-26,21,137.3,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W22,VLG0072,Sawargaon,2025-06-02,22,137.5,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W23,VLG0072,Sawargaon,2025-06-09,23,137.66,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W24,VLG0072,Sawargaon,2025-06-16,24,137.48,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W25,VLG0072,Sawargaon,2025-06-23,25,137.33,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W26,VLG0072,Sawargaon,2025-06-30,26,137.22,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W27,VLG0072,Sawargaon,2025-07-07,27,137.13,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W28,VLG0072,Sawargaon,2025-07-14,28,136.9,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W29,VLG0072,Sawargaon,2025-07-21,29,136.78,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W30,VLG0072,Sawargaon,2025-07-28,30,136.67,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W31,VLG0072,Sawargaon,2025-08-04,31,136.53,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W32,VLG0072,Sawargaon,2025-08-11,32,136.48,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W33,VLG0072,Sawargaon,2025-08-18,33,136.38,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W34,VLG0072,Sawargaon,2025-08-25,34,136.32,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W35,VLG0072,Sawargaon,2025-09-01,35,136.19,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W36,VLG0072,Sawargaon,2025-09-08,36,136.12,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W37,VLG0072,Sawargaon,2025-09-15,37,136.08,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W38,VLG0072,Sawargaon,2025-09-22,38,136.03,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W39,VLG0072,Sawargaon,2025-09-29,39,135.85,rising,overexploited,CGWB_synthetic,medium
GWVLG0072W40,VLG0072,Sawargaon,2025-10-06,40,136.02,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W41,VLG0072,Sawargaon,2025-10-13,41,136.17,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W42,VLG0072,Sawargaon,2025-10-20,42,136.36,stable,overexploited,CGWB_synthetic,medium
GWVLG0072W43,VLG0072,Sawargaon,2025-10-27,43,136.55,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W44,VLG0072,Sawargaon,2025-11-03,44,136.69,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W45,VLG0072,Sawargaon,2025-11-10,45,136.86,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W46,VLG0072,Sawargaon,2025-11-17,46,136.97,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W47,VLG0072,Sawargaon,2025-11-24,47,137.19,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W48,VLG0072,Sawargaon,2025-12-01,48,137.34,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W49,VLG0072,Sawargaon,2025-12-08,49,137.51,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W50,VLG0072,Sawargaon,2025-12-15,50,137.67,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W51,VLG0072,Sawargaon,2025-12-22,51,137.88,declining,overexploited,CGWB_synthetic,medium
GWVLG0072W52,VLG0072,Sawargaon,2025-12-29,52,137.96,declining,overexploited,CGWB_synthetic,medium
GWVLG0073W01,VLG0073,Mundri,2025-01-06,1,39.44,stable,safe,CGWB_synthetic,high
GWVLG0073W02,VLG0073,Mundri,2025-01-13,2,39.47,stable,safe,CGWB_synthetic,high
GWVLG0073W03,VLG0073,Mundri,2025-01-20,3,39.56,stable,safe,CGWB_synthetic,high
GWVLG0073W04,VLG0073,Mundri,2025-01-27,4,39.62,stable,safe,CGWB_synthetic,high
GWVLG0073W05,VLG0073,Mundri,2025-02-03,5,39.63,stable,safe,CGWB_synthetic,high
GWVLG0073W06,VLG0073,Mundri,2025-02-10,6,39.66,stable,safe,CGWB_synthetic,high
GWVLG0073W07,VLG0073,Mundri,2025-02-17,7,39.73,stable,safe,CGWB_synthetic,high
GWVLG0073W08,VLG0073,Mundri,2025-02-24,8,39.8,stable,safe,CGWB_synthetic,high
GWVLG0073W09,VLG0073,Mundri,2025-03-03,9,39.83,stable,safe,CGWB_synthetic,high
GWVLG0073W10,VLG0073,Mundri,2025-03-10,10,39.8,stable,safe,CGWB_synthetic,high
GWVLG0073W11,VLG0073,Mundri,2025-03-17,11,39.87,stable,safe,CGWB_synthetic,high
GWVLG0073W12,VLG0073,Mundri,2025-03-24,12,39.88,stable,safe,CGWB_synthetic,high
GWVLG0073W13,VLG0073,Mundri,2025-03-31,13,39.87,stable,safe,CGWB_synthetic,high
GWVLG0073W14,VLG0073,Mundri,2025-04-07,14,39.84,stable,safe,CGWB_synthetic,high
GWVLG0073W15,VLG0073,Mundri,2025-04-14,15,39.92,stable,safe,CGWB_synthetic,high
GWVLG0073W16,VLG0073,Mundri,2025-04-21,16,39.97,stable,safe,CGWB_synthetic,high
GWVLG0073W17,VLG0073,Mundri,2025-04-28,17,40.02,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W18,VLG0073,Mundri,2025-05-05,18,40.11,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W19,VLG0073,Mundri,2025-05-12,19,40.18,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W20,VLG0073,Mundri,2025-05-19,20,40.28,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W21,VLG0073,Mundri,2025-05-26,21,40.29,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W22,VLG0073,Mundri,2025-06-02,22,40.34,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W23,VLG0073,Mundri,2025-06-09,23,40.34,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W24,VLG0073,Mundri,2025-06-16,24,40.05,stable,semi-critical,CGWB_synthetic,high
GWVLG0073W25,VLG0073,Mundri,2025-06-23,25,39.76,rising,safe,CGWB_synthetic,high
GWVLG0073W26,VLG0073,Mundri,2025-06-30,26,39.51,rising,safe,CGWB_synthetic,high
GWVLG0073W27,VLG0073,Mundri,2025-07-07,27,39.23,rising,safe,CGWB_synthetic,high
GWVLG0073W28,VLG0073,Mundri,2025-07-14,28,38.98,rising,safe,CGWB_synthetic,high
GWVLG0073W29,VLG0073,Mundri,2025-07-21,29,38.74,rising,safe,CGWB_synthetic,high
GWVLG0073W30,VLG0073,Mundri,2025-07-28,30,38.57,rising,safe,CGWB_synthetic,high
GWVLG0073W31,VLG0073,Mundri,2025-08-04,31,38.27,rising,safe,CGWB_synthetic,high
GWVLG0073W32,VLG0073,Mundri,2025-08-11,32,37.94,rising,safe,CGWB_synthetic,high
GWVLG0073W33,VLG0073,Mundri,2025-08-18,33,37.68,rising,safe,CGWB_synthetic,high
GWVLG0073W34,VLG0073,Mundri,2025-08-25,34,37.36,rising,safe,CGWB_synthetic,high
GWVLG0073W35,VLG0073,Mundri,2025-09-01,35,37.15,rising,safe,CGWB_synthetic,high
GWVLG0073W36,VLG0073,Mundri,2025-09-08,36,36.86,rising,safe,CGWB_synthetic,high
GWVLG0073W37,VLG0073,Mundri,2025-09-15,37,36.55,rising,safe,CGWB_synthetic,high
GWVLG0073W38,VLG0073,Mundri,2025-09-22,38,36.24,rising,safe,CGWB_synthetic,high
GWVLG0073W39,VLG0073,Mundri,2025-09-29,39,36.0,rising,safe,CGWB_synthetic,high
GWVLG0073W40,VLG0073,Mundri,2025-10-06,40,36.05,rising,safe,CGWB_synthetic,high
GWVLG0073W41,VLG0073,Mundri,2025-10-13,41,36.08,rising,safe,CGWB_synthetic,high
GWVLG0073W42,VLG0073,Mundri,2025-10-20,42,36.18,stable,safe,CGWB_synthetic,high
GWVLG0073W43,VLG0073,Mundri,2025-10-27,43,36.21,stable,safe,CGWB_synthetic,high
GWVLG0073W44,VLG0073,Mundri,2025-11-03,44,36.26,stable,safe,CGWB_synthetic,high
GWVLG0073W45,VLG0073,Mundri,2025-11-10,45,36.33,stable,safe,CGWB_synthetic,high
GWVLG0073W46,VLG0073,Mundri,2025-11-17,46,36.33,stable,safe,CGWB_synthetic,high
GWVLG0073W47,VLG0073,Mundri,2025-11-24,47,36.4,stable,safe,CGWB_synthetic,high
GWVLG0073W48,VLG0073,Mundri,2025-12-01,48,36.42,stable,safe,CGWB_synthetic,high
GWVLG0073W49,VLG0073,Mundri,2025-12-08,49,36.5,stable,safe,CGWB_synthetic,high
GWVLG0073W50,VLG0073,Mundri,2025-12-15,50,36.52,stable,safe,CGWB_synthetic,high
GWVLG0073W51,VLG0073,Mundri,2025-12-22,51,36.59,stable,safe,CGWB_synthetic,high
GWVLG0073W52,VLG0073,Mundri,2025-12-29,52,36.68,stable,safe,CGWB_synthetic,high
GWVLG0074W01,VLG0074,Kalmeshwar,2025-01-06,1,48.62,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W02,VLG0074,Kalmeshwar,2025-01-13,2,48.76,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W03,VLG0074,Kalmeshwar,2025-01-20,3,48.85,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W04,VLG0074,Kalmeshwar,2025-01-27,4,48.94,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W05,VLG0074,Kalmeshwar,2025-02-03,5,49.02,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W06,VLG0074,Kalmeshwar,2025-02-10,6,49.12,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W07,VLG0074,Kalmeshwar,2025-02-17,7,49.24,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W08,VLG0074,Kalmeshwar,2025-02-24,8,49.36,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W09,VLG0074,Kalmeshwar,2025-03-03,9,49.51,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W10,VLG0074,Kalmeshwar,2025-03-10,10,49.64,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W11,VLG0074,Kalmeshwar,2025-03-17,11,49.75,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W12,VLG0074,Kalmeshwar,2025-03-24,12,49.86,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W13,VLG0074,Kalmeshwar,2025-03-31,13,49.99,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W14,VLG0074,Kalmeshwar,2025-04-07,14,50.15,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W15,VLG0074,Kalmeshwar,2025-04-14,15,50.27,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W16,VLG0074,Kalmeshwar,2025-04-21,16,50.37,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W17,VLG0074,Kalmeshwar,2025-04-28,17,50.46,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W18,VLG0074,Kalmeshwar,2025-05-05,18,50.54,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W19,VLG0074,Kalmeshwar,2025-05-12,19,50.67,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W20,VLG0074,Kalmeshwar,2025-05-19,20,50.81,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W21,VLG0074,Kalmeshwar,2025-05-26,21,50.94,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W22,VLG0074,Kalmeshwar,2025-06-02,22,51.05,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W23,VLG0074,Kalmeshwar,2025-06-09,23,51.21,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W24,VLG0074,Kalmeshwar,2025-06-16,24,50.99,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W25,VLG0074,Kalmeshwar,2025-06-23,25,50.84,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W26,VLG0074,Kalmeshwar,2025-06-30,26,50.64,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W27,VLG0074,Kalmeshwar,2025-07-07,27,50.41,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W28,VLG0074,Kalmeshwar,2025-07-14,28,50.24,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W29,VLG0074,Kalmeshwar,2025-07-21,29,50.06,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W30,VLG0074,Kalmeshwar,2025-07-28,30,49.87,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W31,VLG0074,Kalmeshwar,2025-08-04,31,49.68,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W32,VLG0074,Kalmeshwar,2025-08-11,32,49.48,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W33,VLG0074,Kalmeshwar,2025-08-18,33,49.4,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W34,VLG0074,Kalmeshwar,2025-08-25,34,49.25,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W35,VLG0074,Kalmeshwar,2025-09-01,35,49.09,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W36,VLG0074,Kalmeshwar,2025-09-08,36,48.9,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W37,VLG0074,Kalmeshwar,2025-09-15,37,48.75,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W38,VLG0074,Kalmeshwar,2025-09-22,38,48.57,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W39,VLG0074,Kalmeshwar,2025-09-29,39,48.37,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W40,VLG0074,Kalmeshwar,2025-10-06,40,48.48,rising,semi-critical,CGWB_synthetic,medium
GWVLG0074W41,VLG0074,Kalmeshwar,2025-10-13,41,48.6,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W42,VLG0074,Kalmeshwar,2025-10-20,42,48.62,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W43,VLG0074,Kalmeshwar,2025-10-27,43,48.74,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W44,VLG0074,Kalmeshwar,2025-11-03,44,48.84,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W45,VLG0074,Kalmeshwar,2025-11-10,45,49.01,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W46,VLG0074,Kalmeshwar,2025-11-17,46,49.13,declining,semi-critical,CGWB_synthetic,medium
GWVLG0074W47,VLG0074,Kalmeshwar,2025-11-24,47,49.21,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W48,VLG0074,Kalmeshwar,2025-12-01,48,49.33,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W49,VLG0074,Kalmeshwar,2025-12-08,49,49.41,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W50,VLG0074,Kalmeshwar,2025-12-15,50,49.54,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W51,VLG0074,Kalmeshwar,2025-12-22,51,49.67,stable,semi-critical,CGWB_synthetic,medium
GWVLG0074W52,VLG0074,Kalmeshwar,2025-12-29,52,49.81,stable,semi-critical,CGWB_synthetic,medium
GWVLG0075W01,VLG0075,Shivani,2025-01-06,1,75.36,stable,critical,CGWB_synthetic,medium
GWVLG0075W02,VLG0075,Shivani,2025-01-13,2,75.62,stable,critical,CGWB_synthetic,medium
GWVLG0075W03,VLG0075,Shivani,2025-01-20,3,75.93,stable,critical,CGWB_synthetic,medium
GWVLG0075W04,VLG0075,Shivani,2025-01-27,4,76.17,stable,critical,CGWB_synthetic,medium
GWVLG0075W05,VLG0075,Shivani,2025-02-03,5,76.43,declining,critical,CGWB_synthetic,medium
GWVLG0075W06,VLG0075,Shivani,2025-02-10,6,76.65,declining,critical,CGWB_synthetic,medium
GWVLG0075W07,VLG0075,Shivani,2025-02-17,7,76.88,declining,critical,CGWB_synthetic,medium
GWVLG0075W08,VLG0075,Shivani,2025-02-24,8,77.14,declining,critical,CGWB_synthetic,medium
GWVLG0075W09,VLG0075,Shivani,2025-03-03,9,77.43,declining,critical,CGWB_synthetic,medium
GWVLG0075W10,VLG0075,Shivani,2025-03-10,10,77.67,declining,critical,CGWB_synthetic,medium
GWVLG0075W11,VLG0075,Shivani,2025-03-17,11,77.92,declining,critical,CGWB_synthetic,medium
GWVLG0075W12,VLG0075,Shivani,2025-03-24,12,78.16,declining,critical,CGWB_synthetic,medium
GWVLG0075W13,VLG0075,Shivani,2025-03-31,13,78.4,declining,critical,CGWB_synthetic,medium
GWVLG0075W14,VLG0075,Shivani,2025-04-07,14,78.67,declining,critical,CGWB_synthetic,medium
GWVLG0075W15,VLG0075,Shivani,2025-04-14,15,78.87,declining,critical,CGWB_synthetic,medium
GWVLG0075W16,VLG0075,Shivani,2025-04-21,16,79.17,declining,critical,CGWB_synthetic,medium
GWVLG0075W17,VLG0075,Shivani,2025-04-28,17,79.4,declining,critical,CGWB_synthetic,medium
GWVLG0075W18,VLG0075,Shivani,2025-05-05,18,79.68,declining,critical,CGWB_synthetic,medium
